is_paid,is_discounted,original_price,is_wishlisted,num_published_lectures,num_published_practice_tests,creation_to_publish_days,published_year,published_month,course_age_days,log_num_subscribers
1,1,8640,0,32,0,5,2017,10,3020,9.312716439
1,1,6400,0,65,0,708,2017,9,3043,9.964112174
1,1,7040,0,39,0,62,2018,11,2611,9.37763289
1,1,8640,0,43,0,21,2017,11,2986,9.870602725
1,1,3200,0,21,0,33,2017,10,3013,9.50278608
1,1,8640,0,88,0,33,2017,2,3263,10.07974912
1,1,8640,0,122,0,97,2017,12,2938,11.37575317
1,1,1280,0,67,0,18,2013,12,4404,10.62013151
1,1,6400,0,53,0,44,2015,8,3806,9.737314897
1,0,9600,0,47,0,1,2013,2,4704,10.27273809
1,1,8960,0,96,0,122,2015,3,3965,10.48119582
1,1,8640,0,81,0,76,2017,10,3009,10.01283511
1,1,8960,0,65,1,18,2017,4,3192,9.823415678
1,1,8640,0,90,0,29,2015,1,3999,10.14466747
1,1,3200,0,58,0,1,2016,3,3575,9.998615898
1,1,6400,0,47,0,147,2015,6,3856,9.593014392
1,1,3200,0,31,0,48,2017,11,2982,9.6374365
1,1,8640,0,26,0,22,2016,6,3505,10.18028561
1,1,9280,0,99,0,5,2018,10,2636,9.743142729
1,0,12800,0,345,0,9,2014,11,4086,10.22752566
1,1,8640,0,49,0,84,2018,1,2924,9.595126469
1,1,8640,0,83,0,16,2017,4,3186,9.750802465
1,1,6400,0,125,0,76,2014,12,4060,9.652651581
1,1,7680,0,29,0,29,2018,10,2644,9.52471306
1,0,12800,0,88,0,6,2015,4,3921,10.10438549
1,1,8640,0,91,0,17,2016,6,3504,9.712327047
1,1,8640,0,66,0,138,2017,1,3287,9.840281477
1,1,8640,0,257,0,6,2017,11,2989,10.16246146
1,1,8640,0,57,0,6,2017,10,3023,9.479527462
1,1,8640,0,75,0,8,2016,12,3324,10.17880601
1,1,8640,0,45,0,4,2016,2,3631,9.797237753
1,0,12800,0,301,0,41,2015,12,3676,10.16769627
1,1,2880,0,18,0,441,2016,5,3534,9.209940292
1,1,8640,0,85,0,2,2017,1,3295,10.02477555
1,1,8640,0,71,0,3,2015,4,3916,10.23885203
1,1,7680,0,31,0,70,2016,11,3353,9.789198406
1,1,6400,0,24,0,4,2018,1,2926,9.302463661
1,1,1920,0,11,0,28,2015,9,3773,8.850660919
1,1,4800,0,11,0,29,2017,7,3098,9.131946305
1,1,4480,0,76,0,57,2016,1,3647,9.465370112
1,1,8640,0,81,0,29,2018,1,2916,9.529157673
1,1,8640,0,398,0,88,2016,7,3479,9.645105349
1,1,8640,0,35,0,25,2017,12,2943,9.754233199
1,1,8640,0,37,0,24,2017,1,3294,9.462265725
1,1,8640,0,87,0,7,2015,5,3882,9.693938673
1,1,2880,0,40,0,2,2016,10,3373,9.916354418
1,1,5440,0,57,0,18,2017,3,3213,9.434043767
1,1,8640,0,114,0,99,2017,9,3030,9.681405937
1,1,8640,0,37,0,47,2015,6,3870,10.04520411
1,1,6400,0,56,0,249,2017,11,2984,9.96697865
1,1,8640,0,45,0,91,2014,10,4110,10.26854725
1,1,3200,0,23,0,35,2016,10,3387,8.724857556
1,1,8640,0,62,0,128,2018,11,2617,11.25640609
1,1,5440,0,35,0,21,2014,9,4140,9.533872097
1,1,8640,0,30,0,143,2016,6,3498,9.72657136
1,1,3200,0,58,0,2,2015,9,3763,9.627404616
1,1,8640,0,55,0,67,2017,11,2980,9.341894812
1,1,6400,0,22,0,24,2017,1,3272,9.363404748
1,1,1920,0,24,0,1,2016,7,3462,8.91650608
1,1,8640,0,22,0,12,2018,7,2729,9.591854259
1,1,3200,0,18,0,21,2013,12,4409,10.27142385
1,1,8640,0,51,0,7,2016,8,3427,9.156517565
1,1,8640,0,122,0,22,2018,3,2874,9.568643989
1,1,8960,0,66,0,85,2016,1,3652,11.32812484
1,1,8640,0,369,0,75,2019,3,2490,9.841771711
1,1,8640,0,71,0,49,2018,5,2791,9.651365655
1,1,9280,0,165,0,455,2016,1,3660,9.512738628
1,1,8640,0,56,0,25,2016,10,3375,10.12053255
1,1,1280,0,36,0,9,2015,4,3911,9.526099567
1,1,3200,0,26,0,9,2018,1,2918,9.197964101
1,1,1600,0,25,0,39,2017,9,3033,9.001099726
1,0,12800,0,29,1,14,2019,4,2468,8.930229565
1,1,8640,0,35,0,14,2016,8,3445,9.29880902
1,1,8640,0,120,0,109,2016,3,3574,9.705463352
1,1,8960,0,247,0,28,2019,2,2534,9.613068404
1,1,8640,0,135,0,178,2016,10,3367,9.860945329
1,1,8640,0,46,0,3,2017,10,3016,9.412872969
1,1,1280,0,5,0,9,2015,8,3806,10.26621912
1,1,1280,0,11,0,139,2016,5,3542,10.08301354
1,1,3200,0,11,0,20,2017,10,3016,8.976767625
1,1,6080,0,44,0,369,2016,6,3499,9.010547069
1,1,8640,0,48,0,11,2017,9,3027,8.940367233
1,1,8640,0,77,0,26,2015,6,3863,9.473089178
1,1,3520,0,51,0,67,2016,11,3346,9.161465204
1,1,8640,0,34,0,4,2018,5,2811,9.089527752
1,1,1280,0,12,0,22,2016,4,3573,9.000853147
1,1,1280,0,19,0,8,2016,4,3553,8.879472402
1,0,1280,0,18,0,28,2016,10,3366,10.13994212
1,0,1600,0,45,0,3,2018,4,2817,8.611775834
1,1,1600,0,17,0,4,2017,11,2988,9.920197166
1,1,6400,0,32,0,330,2020,3,2113,8.902047346
1,1,2880,0,61,0,22,2017,1,3286,9.048174321
1,1,8640,0,43,0,33,2014,8,4172,9.907130907
1,1,6080,0,56,0,14,2015,2,3996,9.89045297
1,0,1280,0,33,0,41,2019,2,2525,8.576027977
1,1,1280,0,27,0,7,2015,4,3910,8.895355617
1,1,2880,0,34,0,211,2015,11,3721,9.086249987
1,1,6400,0,17,0,10,2018,1,2904,10.29940725
1,1,6080,0,76,0,6,2014,12,4058,9.734417801
1,0,5440,0,19,0,3,2016,10,3364,9.029537661
1,1,6400,0,85,1,11,2018,6,2774,9.412219428
1,0,3200,0,19,0,9,2019,3,2495,8.805375139
1,1,1920,0,20,0,5,2015,10,3737,8.846353043
1,1,8320,0,76,0,23,2017,8,3080,9.997068966
1,1,7360,0,33,0,21,2015,10,3735,9.583833101
1,1,8640,0,122,0,46,2015,4,3931,9.32830117
1,1,8640,0,69,0,63,2018,2,2880,9.409846754
1,1,8640,0,68,0,135,2018,2,2875,9.748878434
1,1,10240,0,32,0,4,2017,6,3140,9.565634363
1,0,6400,0,61,0,51,2019,7,2369,9.063463176
1,1,8640,0,58,0,24,2017,11,2989,9.558529412
1,1,8320,0,46,0,17,2015,5,3880,9.273409063
1,1,8640,0,213,0,92,2018,6,2753,11.03159392
1,1,8640,0,64,0,88,2016,8,3442,9.494390858
1,1,9600,0,64,0,138,2015,6,3864,9.847446162
1,1,8640,0,244,0,15,2017,12,2943,9.784647709
1,1,8640,0,29,0,19,2017,11,2967,9.500020447
1,1,1920,0,17,0,18,2016,2,3610,10.18554132
1,1,2880,0,31,0,1,2017,9,3055,9.097731428
1,1,8640,0,67,0,26,2017,10,3022,10.15233784
1,1,8640,0,37,0,45,2018,12,2578,9.61427097
1,1,8640,0,28,0,9,2017,8,3057,9.704914655
1,1,8640,0,66,0,185,2019,3,2489,9.257414779
1,1,3200,0,6,0,7,2018,3,2869,8.499232866
1,1,8960,0,14,0,0,2013,12,4403,9.659184203
1,1,5760,0,54,0,22,2015,7,3828,9.914130713
1,1,4160,0,28,0,2,2017,11,2978,8.825706773
1,1,8640,0,38,0,11,2018,7,2742,10.36652951
1,1,8640,0,91,0,6,2017,3,3211,10.94293353
1,1,1280,0,11,0,2,2014,2,4340,10.96897385
1,1,1280,0,13,0,6,2014,2,4336,10.82073782
1,1,6400,0,33,0,486,2018,10,2659,8.872206756
1,1,1600,0,41,0,5,2017,11,2994,8.324336333
1,1,9280,0,600,0,3,2018,8,2706,10.17156623
1,1,8640,0,252,0,23,2016,9,3408,9.436359784
1,1,6400,0,26,0,32,2019,4,2474,8.409385239
1,1,8640,0,78,0,38,2015,10,3729,11.12889401
1,1,6080,0,41,0,12,2015,8,3815,11.44838694
1,1,8640,0,21,0,15,2015,8,3809,8.903271586
1,0,2880,0,7,0,4,2017,2,3264,8.686260633
1,1,1600,0,17,0,1,2016,5,3532,8.964056128
1,1,8640,0,123,0,1,2019,5,2435,9.597369918
1,0,12800,0,62,0,27,2017,3,3219,9.402117088
1,1,6400,0,17,0,6,2017,11,2980,9.611730522
1,1,1920,0,15,0,9,2018,2,2879,8.56522116
1,1,8640,0,50,0,39,2016,2,3622,9.853824508
1,1,8640,0,125,0,88,2019,8,2337,9.370501524
1,1,4800,0,48,0,309,2016,11,3354,9.297068375
1,1,3200,0,9,0,43,2019,2,2533,8.728102205
1,1,8640,0,93,0,51,2014,5,4259,9.605755144
1,1,8640,0,32,0,15,2015,11,3720,9.412219428
1,1,8640,0,79,0,17,2014,10,4105,10.02632446
1,0,6400,0,17,0,169,2015,6,3864,8.631414336
1,1,9280,0,43,0,626,2014,9,4131,8.870663004
1,1,6400,0,31,0,7,2015,5,3885,9.310095205
1,1,4800,0,19,0,41,2017,1,3269,8.729882285
1,1,8640,0,61,0,397,2015,10,3729,9.235520671
1,1,1280,0,17,0,4,2018,2,2898,9.678279371
1,1,8640,0,66,0,36,2015,11,3709,11.11516063
1,1,9280,0,66,0,11,2014,9,4150,10.69668367
1,1,7680,0,43,0,8,2018,6,2771,9.187583385
1,1,9600,0,60,0,14,2014,10,4120,9.918819417
1,1,8640,0,125,0,8,2019,5,2448,9.466376967
1,1,8640,0,37,0,39,2019,7,2366,8.67180091
1,1,8640,0,87,0,7,2018,9,2678,9.372714291
1,1,8960,0,49,0,2,2017,10,3014,8.863474306
1,1,7040,0,52,0,3,2016,7,3461,9.548953173
1,1,6400,0,42,0,82,2016,8,3444,9.02220193
1,1,4160,0,9,0,5,2013,8,4532,8.251924714
1,1,8640,0,67,0,12,2016,10,3367,9.316770316
1,1,9600,0,51,0,63,2017,8,3064,8.805674944
1,1,8640,0,75,0,1,2019,7,2363,9.055906319
1,1,5760,0,66,0,69,2015,11,3717,9.028818495
1,1,1280,0,126,0,313,2015,12,3680,9.333265719
1,1,3200,0,36,0,14,2016,8,3447,8.601901919
1,1,6080,0,34,0,166,2016,3,3603,8.857515151
1,1,8640,0,63,0,45,2017,9,3054,8.994792897
1,1,8640,0,142,0,28,2015,5,3902,10.60442928
1,1,2560,0,11,0,15,2015,6,3870,8.962904128
1,1,1280,0,16,0,34,2019,2,2530,9.348187439
1,1,10240,0,493,0,5,2018,1,2909,10.29204384
1,1,3200,0,19,0,32,2017,10,3013,8.709960006
1,1,1280,0,5,0,36,2014,3,4310,8.597297436
1,1,8640,0,38,0,6,2017,9,3038,8.649448771
1,1,8640,0,65,0,38,2017,2,3259,10.23885203
1,1,9600,0,601,0,3,2018,2,2888,10.78016389
1,1,1280,0,31,0,7,2019,12,2232,9.063463176
1,1,1280,0,31,0,2,2014,4,4294,8.98757175
1,1,8960,0,91,0,7,2018,12,2574,9.928960349
1,1,8640,0,155,0,26,2016,9,3398,9.434123719
1,1,2560,0,32,0,6,2018,1,2919,8.660080679
1,1,8320,0,40,0,1,2016,7,3478,9.179468708
1,1,8640,0,58,0,125,2015,3,3960,9.153664195
1,1,8640,0,60,0,7,2014,11,4063,9.395241931
1,1,8000,0,32,0,239,2016,1,3637,10.21931967
1,1,6400,0,54,0,17,2018,10,2652,9.185125123
1,1,5760,0,16,0,1,2014,12,4038,8.986071187
1,1,6400,0,83,0,10,2015,1,4021,10.21332243
1,1,1280,0,13,0,16,2013,12,4424,8.557374981
1,0,6400,0,79,0,12,2016,2,3605,9.42246342
1,1,9600,0,65,0,7,2018,4,2828,9.645817254
1,1,7040,0,51,0,281,2020,2,2162,8.561975334
1,1,8640,0,49,0,20,2017,8,3077,9.149953222
1,1,6400,0,25,0,2,2015,3,3959,10.18844091
1,1,1920,0,12,0,28,2015,9,3773,8.341171747
1,1,7360,0,24,0,14,2016,11,3346,8.823206221
1,1,8640,0,65,0,101,2014,12,4049,9.082961443
1,1,8640,0,36,0,146,2015,2,3980,9.410256237
1,1,6400,0,31,0,41,2015,6,3873,8.695674049
1,1,8640,0,49,0,4,2017,10,3003,9.029178143
1,1,8640,0,77,0,24,2015,12,3678,9.460398456
1,1,8640,0,154,0,46,2017,7,3093,9.433083843
1,1,8640,0,75,0,15,2018,7,2729,8.76810754
1,1,6400,0,47,0,4,2018,7,2743,9.233373071
1,1,9280,0,86,0,178,2016,12,3300,8.619388704
1,1,1280,0,30,0,182,2016,2,3609,9.124782484
1,1,8640,0,91,0,6,2015,11,3714,10.94713314
1,1,8640,0,68,0,6,2019,4,2474,9.869982474
1,1,3200,0,28,0,169,2016,6,3506,9.341105442
1,1,1280,0,46,0,7,2018,12,2599,9.299632479
1,1,6400,0,16,0,26,2018,1,2920,9.558882333
1,1,5760,0,22,0,2,2013,4,4653,9.187890243
1,1,8640,0,66,0,69,2017,6,3140,9.115699968
1,1,8000,0,20,0,22,2017,9,3038,8.736810533
1,1,8640,0,217,0,41,2018,1,2931,8.863474306
1,1,3520,0,33,0,13,2017,7,3093,8.492285556
1,1,8640,0,202,0,3,2019,2,2525,9.999524741
1,1,8000,0,36,0,11,2015,2,3989,9.324561516
1,1,3200,0,39,0,61,2017,11,2973,8.63212773
1,1,8960,0,79,0,21,2016,11,3343,8.745284482
1,1,8640,0,75,0,14,2015,2,3994,10.76066502
1,1,6400,0,42,0,46,2013,5,4637,8.81774213
1,1,6400,0,22,1,93,2019,7,2371,8.681181042
1,1,8640,0,22,0,90,2017,11,2987,9.020268862
1,1,4160,0,41,0,99,2017,1,3275,9.875293818
1,1,2240,0,14,0,11,2013,12,4424,8.565983356
1,1,1280,0,24,0,4,2015,5,3906,8.296047643
1,1,2560,0,30,0,16,2017,12,2944,8.369388997
1,1,8640,0,12,0,29,2018,2,2886,8.494538501
1,1,1280,0,38,0,5,2017,7,3106,8.492900499
1,1,8640,0,253,0,24,2016,1,3664,9.110409533
1,1,3200,0,48,0,262,2018,11,2614,8.632662441
1,1,1920,0,18,0,4,2019,9,2306,8.400884069
1,1,8640,0,39,0,13,2017,9,3030,8.794976432
1,1,6400,0,29,0,13,2014,12,4052,8.701679071
1,1,8640,0,49,0,8,2013,3,4671,10.69919132
1,1,8640,0,76,0,3,2017,2,3247,8.835646923
1,1,8640,0,57,0,10,2014,4,4277,10.36885545
1,1,6080,0,48,0,59,2014,7,4196,8.854236693
1,1,6400,0,69,0,12,2017,5,3155,8.888480848
1,1,6080,0,59,0,208,2016,4,3562,9.112617283
1,1,9280,0,55,0,21,2016,3,3598,9.656307423
1,1,3520,0,36,0,9,2014,10,4103,9.241257475
1,1,4800,0,61,0,1,2018,2,2882,8.808219665
1,1,8640,0,30,1,30,2019,3,2500,8.469052816
1,1,8640,0,27,0,29,2018,12,2579,8.579792333
1,1,6400,0,28,0,1,2017,8,3071,8.699848026
1,1,8640,0,26,0,143,2015,5,3886,9.245321341
1,1,3200,0,31,0,50,2018,5,2792,8.055157732
1,1,3200,0,105,0,394,2019,5,2437,9.327412044
1,1,4480,0,61,0,239,2018,3,2868,8.61812391
1,0,4160,0,208,0,9,2015,6,3875,8.151044946
1,1,8000,0,68,0,11,2015,12,3685,8.900957873
1,1,8640,0,69,0,524,2015,11,3710,9.343033914
1,1,8960,0,26,0,33,2017,12,2953,8.526945483
1,1,6720,0,53,0,30,2016,1,3643,9.244548543
1,1,8640,0,39,0,41,2016,10,3388,8.436633684
1,1,8640,0,45,0,31,2014,7,4209,10.17538317
1,1,6400,0,21,0,117,2014,10,4091,8.380685947
1,1,3840,0,26,0,540,2015,2,3974,8.383433201
1,1,8640,0,28,0,6,2012,11,4808,9.423595191
1,1,8000,0,28,0,412,2016,3,3581,8.972590668
1,1,8640,0,54,0,4,2017,6,3121,8.562166557
1,1,1280,0,29,0,5,2015,5,3904,8.02975852
1,1,8640,0,73,0,29,2016,11,3336,8.774622221
1,1,8640,0,38,1,102,2018,10,2635,8.927712174
1,1,5760,0,28,0,36,2015,1,4017,9.499795871
1,1,8640,0,74,0,36,2014,10,4115,9.213734605
1,1,5760,0,32,0,24,2020,4,2091,7.910957383
1,0,4800,0,299,0,23,2017,3,3231,8.322880022
1,1,6400,0,57,0,3,2016,4,3555,9.51929458
1,0,4160,0,45,0,29,2015,4,3939,8.471777328
1,1,2880,0,10,0,26,2017,7,3100,7.964503364
1,1,5120,0,21,0,1,2015,11,3706,8.562357743
1,1,8640,0,141,0,64,2020,5,2069,10.36898103
1,1,8640,0,23,0,35,2017,8,3058,8.504513138
1,1,1600,0,25,0,65,2018,1,2930,8.205491613
1,0,12800,0,26,0,16,2017,10,3014,8.48467
1,1,8640,0,67,0,32,2015,6,3863,9.018210874
1,1,3200,0,109,0,3,2014,3,4325,10.00002425
1,1,8640,0,55,0,10,2014,11,4074,9.801786998
1,1,6080,0,45,0,22,2016,12,3304,10.54752327
1,1,6720,0,59,0,17,2016,8,3433,9.72853875
1,1,6080,0,70,0,20,2014,1,4367,9.622185087
1,1,8640,0,267,0,36,2016,9,3395,8.87332799
1,1,3840,0,30,0,1,2016,3,3588,8.839711379
1,1,8640,0,47,0,25,2017,6,3140,9.673319386
1,1,1280,0,64,0,5,2017,6,3133,9.478151315
1,1,8640,0,19,0,1,2018,5,2789,8.271548375
1,1,3840,0,52,0,64,2015,3,3968,8.699181359
1,1,8960,0,38,0,647,2019,3,2497,8.327967858
1,1,6400,0,45,0,35,2016,6,3512,8.873468055
1,1,1600,0,28,0,2,2014,3,4330,8.31605572
1,1,4800,0,35,1,31,2019,3,2495,8.29304914
1,1,8640,0,34,0,6,2016,10,3360,8.813735892
1,1,8640,0,44,0,4,2014,5,4273,9.228278517
1,1,8640,0,102,0,4,2014,9,4146,8.718990525
1,1,6400,0,17,0,6,2017,11,2980,9.739143429
1,1,4800,0,137,0,15,2017,9,3028,8.773074951
1,1,2880,0,27,0,11,2017,2,3259,8.151621647
1,1,8640,0,102,0,31,2016,6,3493,9.726392315
1,1,1920,0,12,0,28,2015,9,3773,8.055475142
1,1,3200,0,44,0,11,2017,5,3164,8.381602537
1,1,4160,0,28,2,997,2017,9,3026,8.720134035
1,1,4800,0,21,0,21,2017,1,3295,8.421342866
1,1,1920,0,22,0,4,2016,3,3601,9.742555598
1,1,2880,0,68,0,54,2020,3,2140,8.672486076
1,0,6400,0,14,0,0,2013,2,4704,8.893435441
1,1,8640,0,45,0,8,2015,6,3868,9.058470423
1,1,1600,0,37,0,44,2016,9,3406,8.677098709
1,1,8640,0,63,0,32,2018,7,2744,8.568456485
1,1,3840,0,17,0,1,2016,4,3553,8.70483391
1,1,3200,0,12,0,2,2015,7,3841,8.266164437
1,0,3200,0,14,0,1,2015,1,4023,8.361941906
1,1,8640,0,38,0,21,2015,7,3842,9.925249044
1,1,1280,0,13,0,1,2014,2,4339,10.73502617
1,1,8640,0,92,0,60,2016,2,3633,8.662850764
1,1,9280,0,80,0,0,2015,1,4027,8.323851131
1,1,4800,0,29,0,102,2019,6,2397,8.202482447
1,1,3200,0,57,0,110,2018,2,2890,8.443761913
1,1,8640,0,56,0,258,2015,11,3710,9.208338369
1,1,1920,0,30,0,5,2016,7,3457,7.676937146
1,1,6400,0,37,0,32,2017,10,3023,8.544808358
1,1,2240,0,11,0,11,2013,11,4429,8.462103225
1,1,1920,0,46,0,97,2016,3,3591,11.36362467
1,1,5760,0,45,1,22,2017,7,3102,8.554103545
1,1,1920,0,28,0,31,2013,5,4639,10.24063813
1,1,8000,0,21,0,73,2017,10,3013,8.641709066
1,1,8960,0,561,0,0,2014,12,4039,9.275566157
1,1,8640,0,77,0,25,2018,11,2626,8.986321438
1,1,8640,0,136,0,38,2017,10,3024,8.573006256
1,1,4160,0,30,0,110,2015,12,3685,8.701679071
1,1,6400,0,26,0,12,2018,7,2732,11.36164898
1,1,1280,0,26,0,21,2013,10,4471,10.16319444
1,1,9280,0,38,1,91,2018,1,2918,8.384804003
1,1,9600,0,328,0,0,2014,7,4202,8.646816959
1,1,8640,0,68,0,25,2016,5,3541,9.896462938
1,1,8640,0,35,0,3,2018,2,2876,8.415824697
1,1,6400,0,20,0,2,2017,10,3020,9.699104419
1,1,7680,0,70,0,56,2017,3,3233,9.216819338
1,1,8640,0,14,0,30,2015,12,3695,10.9994129
1,1,5440,0,40,0,61,2017,12,2954,8.183955717
1,1,6400,0,32,0,126,2016,9,3402,8.318986125
1,1,8640,0,505,0,227,2018,8,2702,8.686429509
1,1,8640,0,98,0,14,2016,10,3377,8.589699882
1,1,8640,0,124,0,30,2018,4,2831,9.057422266
1,1,8640,0,10,0,3,2016,9,3413,10.20325876
1,1,2560,0,10,0,74,2016,8,3430,8.545780648
1,1,2880,0,12,0,55,2017,4,3185,8.470939807
1,1,1600,0,6,0,1,2017,9,3026,10.62427422
1,1,3840,0,72,0,2,2017,4,3189,8.939056445
1,1,8640,0,25,0,0,2017,8,3084,10.12639108
1,1,8640,0,72,0,11,2018,1,2919,10.12474933
1,1,3200,0,21,0,2,2017,11,2978,8.178638789
1,1,1280,0,23,0,39,2015,7,3843,8.66112036
1,1,8640,0,59,0,38,2019,5,2424,8.209852481
1,1,6080,0,18,0,20,2015,12,3688,8.652248422
1,1,6400,0,33,0,18,2015,2,3981,9.109967398
1,1,1280,0,33,0,1,2018,9,2669,7.957177323
1,1,8960,0,74,0,7,2017,8,3063,9.194515822
1,1,8640,0,21,0,45,2017,10,3016,8.899457906
1,1,8640,0,45,0,29,2015,8,3792,10.47047609
1,1,6400,0,14,0,4,2017,12,2960,7.98752448
1,1,8640,0,91,0,3,2014,12,4043,9.009691898
1,1,7040,0,45,0,173,2015,3,3947,8.291797105
1,1,2880,0,9,0,212,2017,4,3183,7.579678823
1,1,8640,0,64,0,62,2015,1,4016,9.017119634
1,1,8640,0,17,0,12,2018,1,2926,9.130972437
1,1,8640,0,22,0,21,2017,11,2988,8.264620829
1,1,8640,0,431,0,16,2019,1,2559,8.96162257
1,1,6080,0,22,0,32,2013,2,4701,8.228977643
1,1,8640,0,39,0,9,2019,1,2546,8.298041661
1,1,2560,0,19,0,12,2015,6,3875,8.275376375
1,1,1280,0,15,0,11,2013,11,4429,8.167068178
1,1,3200,0,190,0,10,2017,12,2954,8.442469645
1,1,6400,0,35,0,188,2016,9,3417,7.927685046
1,1,8640,0,104,0,26,2019,10,2289,9.787403074
1,1,3200,0,149,0,168,2015,4,3912,10.19950975
1,1,8640,0,229,0,54,2019,5,2443,8.71078434
1,0,12800,0,22,0,7,2020,6,2040,7.743703258
1,1,8320,0,68,0,135,2018,11,2617,8.058327307
1,1,8640,0,80,0,1347,2018,1,2928,8.690305809
1,0,12160,0,19,0,10,2019,10,2266,7.95927596
1,1,1600,0,11,0,14,2014,8,4157,7.978996371
1,1,8640,0,56,0,86,2019,3,2507,8.775858315
1,1,8000,0,29,0,43,2017,6,3127,8.843182098
1,1,1920,0,10,0,6,2015,10,3737,7.857867559
1,1,6400,0,12,0,0,2018,4,2839,8.629449874
1,1,8640,0,67,0,24,2014,9,4144,8.756525003
1,1,8640,0,50,0,36,2017,9,3028,10.85485581
1,1,8640,0,52,0,1224,2018,7,2726,9.219597393
1,1,7680,0,29,0,35,2018,1,2913,8.312626026
1,0,2240,0,97,0,120,2018,12,2598,8.667507952
1,1,6400,0,35,0,27,2017,9,3028,8.153925132
1,1,8640,0,225,0,7,2017,9,3038,8.799209242
1,1,8640,0,25,0,48,2017,5,3156,8.693496676
